,textOriginal,cluster
139,"I want to work abroad, have friends from different countries, change my life for the better and show everyone who thinks I'm incapable to achive mygoals , that I'm capable to get my goals.",1
140,"British: Aubergine
American: Eggplant
India: Baigannn 😂😂",2
141,I did not not know cactus,3
143,I am half British and Half American 🤦☠️☠️💀💀,4
144,"American :eggplant
British:Aubergine
Bharati/Indian: favourite subject
Aai,baigan😂😂

Indians will get it",2
147,I speak british,4
149,mam how i can get scalarship in the usa different universities,1
150,Brinjal left the chat,3
151,"American eggplant 
British peni",2
153,Welcome to the USA 🇺🇸 we don’t play around here.,4
154,Tofee💀,3
155,Indians - where am i,4
156,your accent is very clear  ..many many thank you mam,4
158,"America = eggplant 
Britisherers= I forgot 
Me= baigan",2
160,"Americans:Eggplant 
 Britishers: Aubergine 
 Le me:Then what brinjal? 🤔😅",2
161,Bal shoye spaseeba,3
163,How apply school visa,1
164,Do you spał english,3
165,American 🇺🇸,4
167,But last one was thanos🍆🍆🍆,3
168,"American: cookie
British: biscuit
Indian:biscut
in my house: bicu
👇",0
169,"American: Eggplant
British: Aubergine




*Me: Di-*",2
170,this makes me feel worse. I don’t want to spend the rest of my life with a shitty Spanish teacher who expects me to be fluent and doesn’t even give a shit abt my mental health. im terrified of Spanish like I think i have spanish class phobia (im being serious)😞,1
171,Me who said bringal😅,3
172,"The Homework :
first sentence: for 2 years      second sentence: since 2021",3
173,Tips to understand TV news máster Teacher please .,1
174,"Americans:eggplant
British:aubergine 
Me:umm it's an uhh peni",2
175,"American:candy
British:Sweets
Me:lolly",0
177,He lives in 13 long street. I'm visiting my grandma at a hospital. I like traveling in a train. This is my answer.,3
178,"American- pacifier 
Australia- dummy 💀",4
179,Do Moscot Lemtosh pronunciation please..Tq.,3
180,I said cash at the first one,3
181,"I decided to follow this plan 
Thank u sm 💓",1
182,Indians who use both😎😎,4
183,Im 100% American,4
184,😂😂😂😂😂😂😂😂Go the best love you so much forever and I think it was love,3
187,"Brithish: abeurgene
American: eggplant
2024: penis",2
189,"I am Indian so 
Truck 🚛
Toffee 🍬 
Biscuit 🍪
Sweater 👕(my grandma calls it swater)
Brinjal 🍆",0
190,In germany its 🍆aubergine,3
191,"American: Trash can
British: Dust bin


Meanwhile ME: Trash bin 😂😅",4
192,I really appreciate the way you explain clearly every object in your kitchen with a sense of fun ❤,1
193,With cookies and biscuit in British usually if it’s a hard biscuit it’s a biscuit but a soft one is a cookie,0
194,"I am form 🇮🇳 and ur too distinctive  ,cordial person",3
195,"Ameican: eggplant 
British: Aubergine
My language: Di-",2
196,Me who said toffe,3
197,Croastant 😂😂😂😂,3
200,How mean are you,3
201,Im from mongolia😂,4
203,lol i speak american english :),4
205,"Me:
Truck🇺🇸
Candy🇺🇸
Cookie🇺🇸
Jumper🇬🇧
Aubergine🇬🇧",3
206,"American:candy
British:sweet

Me:toffee",0
207,"American: eggplant
Britishers: Aubergine
Me(Indian): brinjal 😂
American: candy
Britishers: sweet
Me(Indian): choclate 😂",2
208,both,3
209,we bengali like to mix it up we calll them torch light,0
210,And what if i from Hungary? 🇭🇺,4
211,American:sweater      British:jumper         Me:clothes💀,4
213,"American: eggplant
British: aubergine
Indonesian: terONG🗿",2
214,Ok i speak both 🗿,3
216,Its fresh FROIZZ,3
217,Thank you Marina I am from uzbekistan I am a great fan of yours,1
218,"Amrican-Eggplant 
British-aubergine
Me-Dick,nunnu,lulli",2
220,Thats not a sweet nor candy ITS A LOLLY,0
221,Why I found myself in both? damn,3
222,"In last we Indians call it brinjal but I thought dirty and it was 
D......
I......
DISH IN ITS LONG FORM 😂😂
WHAT DID YOU THINK YOU UNHOLY CHILD 😂😂😂",0
223,I love  english language,4
224,us  Indians just do be dominating 😅😂 we speak both 😎,4
225,Unique representation of ideation in TOEFL and GMAT,3
226,Me belike : torchlight,3
227,puppy calf calf calf calf kitten,3
230,im american but i thought im british never mind!,4
232,I'm British,4
233,We call it brinjal in India then what english is it😮😮😮😮,3
234,No it's bin in Britain,0
235,I say all in Tamil  because  that is my mother language 😊😅,3
236,Am I the one that said di-,3
237,"In india
Trucck
Toffe
Biscuth
Shuter
Bhata",0
240,Thanks so much❤,1
242,"American:eggplant
British :aubergine 
Me: p***s",2
243,American + British + hindi = Indian 😅😅😂,4
244,I called that purple thing and avocado,0
246,I am watching from India.,3
247,"American=egg plant
British=aubergine 
Indian=brinjal 😅",2
248,Me : brinjal ( but still i speak American English),4
249,I  was  gna  say  the  worlds  biggest  gyat  DI-,3
250,I have coherent planning for my startup.,1
251,"Hey Marina,
If you are dare enough confront with me.",3
252,In my school we learn British English and I knew half of these,4
253,who said u can make up british accents,4
254,Thank you very much for the very informative lesson!,1
255,😢Save the people of Palestine 🇵🇸,3
256,"America: eggplant
British: aubergine 

Me: DIC-",2
257,Me telling candy tophy just indian things..,0
258,"People who said tofee and bringal
👇",3
259,American English,4
260,Who say American English 👉🏻,4
261,I call cloudy overcast,3
262,Australians:,4
263,Getting all of these questions right from her gives me a confidence boost!,1
264,100% American😂,3
267,"My list;
Money
Truck
Trainers
Band aid
French fries",0
269,Im supposed to speak british but i speak american,4
272,I'm new subscriber mam. And thank you so much for best teaching.,1
273,"I’m an Australian, which means we usually follow British English, but I say all American… 😭😭",4
274,"Please read this 🙏
The Isra*li occupation, a fact even acknowledged by Israel*s, traces back to 1948 when the Balfour Declaration of 1917 pledged support for a Jewish national home in Palest*ne. This historical context is essential to understanding the plight of Palest*n*ans. For over 70 years, Palest*n*ans have endured displacement, restricted movement, and lived under harsh conditions. The term “apartheid” aptly describes the segregation and discrimination they face in their own land, marked by numerous Isra*li checkpoints. Despite countless peaceful attempts, oppression persists, leading to further land loss and human suffering. It’s important to note that Ham*as, often a focus of international attention, emerged as a response to active resistance against this enduring injustice. If you trying to feel sorry for Israel*s today I hope you felt sorry for Palest*n*ans for the past 70 years 🙏. Give the people their homes and country back.🙏",3
276,Indians: toffee,0
277,Thank you so much for the information and I really want to study in United States of America,1
278,Mate an indian and i speak british fluently and am 9😂😂😂😂😂,4
282,"I have a problem. 
When i read, or write english i can understand perfectly, but is hard to me to understand people talking",1
283,"English - eggplant
British - Aubergine


Me - brinjal 😅😂",2
284,"Im an aussie and only 1 of them were right

Cucumber  
Torch
Bin
Servo
Phone",0
285,"Cucumber 
Torch
Bin
Petrol station
Phone",0
286,I am from Malaysian,4
287,Nice.  Teacher,1
288,"I said money instead of bill, but anyways I speak American English",4
291,"Today she's gonna go her home on croissant, sleep onto croissant,  take shower with that croissant and marry with croissant🥐😅😂",3
293,"no cause I said:
money and shoes",3
294,Nice.  Teacher,1
295,"American :eggplant 
British: aubergine







Me: brinjal😅",2
296,Thanks for the phrases it was really helpful.,1
297,"i say baby bear. you say...""

Me: Baby Boo bear- I mean cub....",0
298,"in canada i call it a bill, truck, running shoes, and fresh fries SHOUT OUT TO THE BELGIANS!!",0
299,"I didn´t delete that line of my comment, this media thing did that",3
300,"Great question Marina! I think that technology is making a revolution not only in the way we learn -or even are ""necessary"" as human beings- but only in the political and power system: to whom we confer authority and why?. I think self-conscious people, with a critical mind and self-discipline values and desire to get better, will always defend their rights to speak by themselves, and think by themselves. Technology doesn´t replace our right to think by ourselves. I think that smart self conscious people will always want to learn and acquire foreign languages by themselves to expand their horizons and consciousness. Maybe with the help -assistance of technlogy as a training tool-, never replacing the ability to think by themselves and learning from other human beings. We human beings create the language, and we are the ones that make them evolve, technology is only a tool. But that said, for those people that are lazy, don't care to think by themselves, and blindly trust technology, well, yes, they are just going to use apps. The other people, we are going to continue exercising our brains, imagination and emotions.",1
301,"Her: Bill/Note
Me: ""Money, Cash, Buckarooes""",3
302,I was scared for the eggplant one 😂,2
303,"thank you ,  from Sri Lanka",1
304,"""Petrol"" that means peppa pig is British 💀",0
305,"Native English speaker here. US born and raised, and I think it's really cool all the different accents. Almost all of the time, native speakers will understand you just fine. Don't be ashamed of your accent. Try to speak clearly, but no reason to try super hard to cover it up all the time.",4
306,"American: trash can
British: dustbin
me: trash bin",0
307,"English is my second language, I always get confused between American and British English",4
308,B2-C1 but i have a lot to learn,1
309,No the biscuit i actually a cookie things like custard creams are biscuits,0
310,"American: Eggplant
British: Aubergine 
Me: Dick",2
311,I’m feeling the lack of Australian here. Ours is a mix of both but Australia always gets left out like hello our first language is English too,4
312,bruh im from Philipines im supposed to speak tagalog so im english american if thats how you call,4
313,"Please read this 🙏
The Israeli occupation, a fact even acknowledged by Israelis, traces back to 1948 when the Balfour Declaration of 1917 pledged support for a Jewish national home in Palestine. This historical context is essential to understanding the plight of Palestinians. For over 70 years, Palestinians have endured displacement, restricted movement, and lived under harsh conditions. The term “apartheid” aptly describes the segregation and discrimination they face in their own land, marked by numerous Israeli checkpoints. Despite countless peaceful attempts, oppression persists, leading to further land loss and human suffering. It’s important to note that Hamas, often a focus of international attention, emerged as a response to active resistance against this enduring injustice. If you trying to feel sorry for Israelis today I hope you felt sorry for Palestinians for the past 70 years 🇵🇸🙏. Give the people their homes and country back.🇵🇸🙏",1
316,What will happen if they don’t reply with di are u goin to die lol,3
319,@linguamarina Hey this is completely unrelated but how can you stay fit😊,1
320,Who saw the eggplant first....,2
322,I really said penis,3
324,the first one was a cucumber,0
325,POV ur dirty minded and something else comes to mind for the last one😅😅,3
328,This is telling I need to keep practicing. Thank u Marina 😊,1
329,That is not a sweater or a thing it’s a hoodie💅🏼,3
330,IAM extremly happy to follow you my daughter IAM 60years i adore english IAM mroccan,1
331,POV ur Australian- lollies :),4
332,american english for mr,4
333,5/5 America OHH YEAH AMERICAN 🇺🇸 SWEET HIME AMERICA 🇺🇸 🇺🇸 🇺🇸,4
334,nobody gone say: i ate aubergine taste candy with biscuits and then fell in to the lorry and found a jumper,0
335,Both,3
336,Im Nigerian we got colonized by england so we have same English but i was raised in America so i call it both,4
337,American,4
338,Cucumber 🥒,0
342,Nice my friend good,3
344,This is my gifts for you❤ my friend,3
348,THIS IS A CUCUMBER 🥒 THIS IS A ZUCCHINI 🍠.. NO ITS NOT YOU MADE ME LOSE BRAINCELLS,0
351,"very important : crucial, vital, indespensable 
very smart: clever , intelligent ,brilliant
very bad; awful, horrendous , 
very big; tremendous, huge, massive , 
very easy : straightforward, handy,",1
352,I ain't even American or British am South African,4
355,"i LOVE YOU, MARINA! OMG. I WAS A SUBSCRIBER WHEN YOU WERE JUST STARTING. I CAN'T BELIEVE THAT YOU'RE NOW 8.9M STRONG!! IT FEELS TOUCHING TO SEE YOUR GROWTH!!",1
356,Why’s my life so confusing 😢 I’m from Saudi America Pakistan  and I’m British but I say mostly America barely speak Arabic 😅 live in saudi and my accent is kinda weird towards British sometimes but in English 😢,4
357,You're amazing teacher let me clap for her 👏,1
358,"Americans: candy 
Uk: sweets
Arabs:halwa",0
360,i could make with you every tests in this world which you want,1
362,I am American 😊,4
363,"1: Truck 

2: candy 

3: cookie 

4: sweater ( wtf is jumper  💀 ) 

5: Dick",0
364,"Very Good Information You Give, Thank you , keep it up all the best.  I Am  from Pakistan.",1
365,wishing my daughter a fabulous birthday,1
366,why did i call the sweet a lollie,0
367,British is better,4
368,Cookie is same and cand evryt is same so,0
370,"American english 
👇",4
371,"American: cookie 
British: biscuit 

India: biscut",0
372,In india they call it the petrol station thats why i picked petrol station instead of gas station but all the other ones i got american😂,0
373,"Hi , Marina. You are a good teacher",1
374,"Her : what's this?
Me : Money 🤔",3
375,Can you do some series of lessons to prepare for ilets exam in an amazing playlist as usual ❤️❤️❤️ we always trust you 🥺🤍🤍 I love u so much 💋♥️♥️🩹 from Algeria 🇩🇿♓,1
376,"them : Zucchini/Courgette 😊
Me : Cucumber 😳







honestly tho it doesn’t look like a zucchini or a courgette😂😂😂",0
377,"American says - candy 
British says. - sweet 

Indians say's - chocolate /toffee",0
378,"19:20 should it not be ""will have ALREADY started"", though?",3
379,I speak hindi,3
380,May I get the pdf link of this book?,1
381,I have an Australian accent so I say sweeta not sweeterrrr,4
382,"ahh so cringe thats not a biscuit
we also call that cookie...",0
383,"American: eggplant
British: aubergine
And me: bigan",2
385,It's kind of hard,3
386,"Thats not a biscuit thats a cookie
We dont call bicuits and cookies both biscuits",0
388,"In California it is called, ""CRAHW-SAWNT.""",0
389,"we all thougt it would be, yk wht",3
390,british is not a language you are speaking woerd english,4
391,"The kid who is internet addicted


First one FAT 

Second one TAM POT

Third one cookie

Fourth one SWEAT

Last one DIC-",0
392,Nope Indian English,4
394,INDIAN people have mixed english  british/ american,4
395,English ofc,4
396,"American eggplant 
Britiah au ergine 
Me: d*ck",2
399,American English,4
401,"Thank you so much Marina for this video.
In this i leaned few things like try to think in English without translating from your mother tongue.
Talk to people in English.
Name the objects every day to 
see.
Talk to yourself in English without thinking about others.
Try to follow one person, watch his or her content videos daily.
Make a videos of you talking in English.
And lot more 🙏🙏",1
403,I'm 100% American,4
405,"Le me

🥒 - Cumuber
🔦 - Torch
🗑️ - Dust bin
⛽ - Petrol bunk
📱 - Phone",3
407,"Hi dear how do you do I was very busy so that I couldn't able to watched your channel one nice friend too askec with me what's up me. More overi listened lot of channel which British accent is good my vote is only for British accent. In case in future if I born in the world I should born in British only because of which is best ancient language (accent) known. As for I know American is the peep through guys  why am I saying this from the last 10 days war has been started in the mean while American president said, "" That war should be raised because who is gathering all over 40 countries in the world indeed if started like this 3rd world War will be raised so that I pray should not raised the war again so everyone should pray with God as this  dear❤",4
409,"Why did i hear "" a virgin """,3
410,I speak English😅 but kinda I say sweets or candy lol ❤,0
411,I say brinjal instead of aubergine and eggplant,2
412,I'm un india and say british,4
413,"American:eggplant 
British:aubergine 
Me: is that a di**",2
414,Dic-,3
416,Really fascinating video......... Happy for this video.  ... Futhermore you helped me a lot,1
418,Why does everyone think that people from the UK say biscuit we only say biscuit if it’s a biscuit we say cookie like everyone else if it’s a normal cookie i’m just sick of hearing this,0
419,"American= zucckini
British=courgette
Me=cucumber",4
420,How should people know about a town in the uk when most people around me think of Europe as a country,4
421,Hi your video is significantly mesmerizing moreover i adore it...... Thank you,1
422,Thank you,1
424,You forgot other major English speaking countries like Australia,4
426,"How i answer it:
1st:cucumber
2nd:flashlight
3rd:trash can
4th:gas station
5th:phone",0
427,"Zucchini in america courgette in british:

me: pepino",0
428,The best teacher ❤,1
429,So I am an American born in India,4
430,Nice I am from Bihar India but I like your all video,1
431,"Americans:trash can
Me:my ex💀",4
434,I just realized that i speak both of them i guess i need to go back to my English class now 😐,3
435,So easy!,1
436,"Ppl ho said cucumber in the first one


             👇",0
437,Last one is a D-,3
441,😂😂 i thought it is your baby😂😂 it is not a croissant it is monster croissant,0
442,"truck
tofee
biscuit and cookie
shirt or sweater (depends)
eggplant",0
443,All American,4
445,"American:Eggplant
British:Aubergine 
Me:Pen-",2
446,You speak German very well 🎉 congrats I am learning German also ❤,1
448,"american: eggplant
british: aubergine
me: talong",2
450,"American- Sweater
British- Jumper
Me- Jacket",4
453,ho is fir last say dick,3
454,I AM CROATIJA,3
455,"Hello , from Morocco, I am Ahmed learning English make powerful and changing my mindset by have different cultures from other civilizations",4
457,"In Britian, biscuits are only the ones without chocolate or anything. We still call chocolate cookies, cookies.",0
460,"American: eggplan
Great British Aubergine

Me:penut butur",2
462,Your channel is so helpfull thank you so much,1
464,"Truck 
Toffee 
Biscuit 
Sweatet 
Brinjal",0
466,I am British coz I am sg😊,4
467,Im Indian so i dont know the difference between british and American,4
468,How about I’m interested in making crafts,1
469,U speak only American English😊,4
470,My mom says biscuts,0
471,I speak American 😂❤,4
472,"Ohh my god last one is hard to pronounce for me 

I learn American English",4
473,For one test I have a question. İs ''If James were'' or ''If James was'' ?,3
474,You are a champion Marina Thank you!,1
475,Last one was not eggplant or aubergine it is Thanos,2
477,"❤Finally got it
Thanx a lot",3
479,"People who said last one Brinjal
👇",3
480,"Hello Marina, I am so grateful for this meditation, which made it very peaceful to face obstructions in the way of TOEFL learning. Thanks, relistening once a day and keep away from anxiety.😅",1
482,"American : eggplant
British: aubergine 
Le me : brinjal 🥴",2
484,Equal but i am from India,4
486,Im American but i just say aubergine cuz its fun to say,2
487,"person A: Is this bag yours?
Person B: Yes, that's mine.
In this conversation, why did person B use 'that'? Because bag is near to him. I think he should have used 'this'.
please explain the concept.",3
489,Why would you made the sound of knocking? Lol,3
490,it’s not the croissant is huge but it’s she got downsized,3
492,All right,3
493,Thank you 🙌✨,1
494,Very helpful video ❤❤,1
495,"I love your teaching so much.
I love Both accent so much. 
I follow both mam. 
Thank you so much mam.
Excellent Explanation.",1
498,THE LAST ONE WAS DOC,3
499,Im finnish im still good at american english,4
500,Thanks linguamaria cause i learnt british from your channel,4
501,He went to Hungary in 1990,3
502,"Help, why did I say ""Shoe"" instead of sneakers or trainers?????????????????",3
503,I'm from Malaysia,4
504,I thought the eggplant one was penis,2
506,"Excuse me , would you mind doing me a fevor",3
507,"Excuse me ,would you mind doing me a favor",3
509,"Hello, I'm from the Philippines ❤️",4
510,"I'm in English class and we say ""sweater"" and also ""jumper"";",3
511,what is  been  to and  ing  different,3
512,A Canada so I say those things in French,4
513,"I am from Afghanistan, and right now I am in the United States and I was this watching you",4
514,This is a good way to talk.... for beginners like me...❤,1
515,Cati isnt tricky at all,3
516,ma’am that is a fleece,3
517,I will kaonashi those food in belly to get my money worth😂😂😂😂😂😂😂😂,3
518,Become American English,4
519,That are balls,3
521,"We did not need this tutorial lool..that's a bad friend, you have been corrupted, she must have been jel",1
523,"""AcccccctuAAAAly it's a crispy chocolate chip biscuit, the first one is a vehicle or more accurately it's a vehicle that transports goods in a designated area, the candy or do I dare say sweet food is wrapped so it's a wrapped sweet food, the purple coloured vegetable can be called ""brinjal"" ""🤓",0
526,I thought it was dick,3
529,The eggplant was sus🙄🙄🙄,2
531,I'm a British and I failed 😑,4
532,"American: candy
British: sweets
Me: treat 😅",0
533,WHERE THE HELL OUT DOES BRINJAL CAME FROM?,3
534,Bruh I’m full British 😂,4
536,I speak bitish,3
537,"There is also another awesome construction in Russian: “да, ладно! Da, ladno! “It consists of 2 confirmations like yes and good/well, but together the meaning is changing vice versa: “No! It’s impossible! Serious?! I Don’t believe! “It’s usually an exclamation and a question at the same time!”😮",3
538,"""how to watch a movie faster... skip to the ending"" 💀",1
539,Last one is a dic.......,3
540,"America-Zucchini 
British-Courgette 
India-Cucumber",0
541,Me about to say pe,3
542,Your English is still far from perfect. It's unfortunate you cannot accept it.,4
543,A bit of both,3
545,"it is too simple,  cant show real level, even around",1
547,Yoo what💀🍆WTF UR BIEHG SUS-,3
548,JAJAJAJA IT'S SO HILARIOUS AT THE BEGINNING,3
549,Lorrys and trucks are different things,0
551,I thought the eggplant meant something else 😵😵😵 I want to punch myself so bad rn,2
552,You are my prefere teacher ❤❤❤,1
553,i was scared when it was eggplant,2
554,I found that I don't speak English,4
555,"1: it's a trunk 
2: it's candy 
3 : it's a cookie 
4 it's a sweater 
5: it's a eggplant",0
557,"Its not french fries, ITS FRESH FROIZ.




Shoutout to the Belgians.",0
559,Long Life to Ukraine.,3
560,Long Life to Ukraine.,3
561,Long Life to Ukraine.,3
562,Long Life to Ukraine.,3
563,Long Life to Ukraine.,3
566,I'm British but after I feel America,4
569,Indians: Learning both of them so that they can write synonyms in exam,1
570,Me toffe,0
571,I'm from Greece.😢❤,4
572,Thank you Marina for teaching us this study plan.,1
573,So what Af is brinjal????,3
574,So i got B1 A1-A2 fully correct than Crashed on B2 and got C1 fullt correct again ;-;  no wonder  i keep being stuck on B1  i dotn have grammar   ideas xD,1
575,"I'm from Argentina and I was taught British english, but I'm already used to speak American english even though my teachers are constantly trying to get me to speak British english, LOL.",4
576,American,4
579,"American - sweater
British - jumper 
Those who said - Shirt 👕",4
580,Zucchini? coyrgette? nah its CUCUMBER!,0
582,I want a partner 🙂,3
583,What about tofeeee,3
584,"Marina , I was all ears !",3
585,Fries are from belgium like if u dit not know this,0
586,"I think the last ans must be ""english""😅",4
590,Both,3
591,You actually have a very strong Russian accent. You don't sound American at all.,4
594,I said toffee not candy or sweets lol.. I said brinjal and neither eggplant nor aubergine,0
595,We tell body part banana,3
597,Thanks...I hope this gonna work,1
598,"🎉🎉🎉It's really great sharing wonderful
Superb
Great
I m forming a series i hope u really like it vst and giv ur suggestions how it's",1
600,"Zucchini  American....courgette in British 
Me ...cucumber 💀😭🤣",0
601,Ring could be a big circle as in pacific ring of fire,3
603,"Hi Marina, thank you for sharing your motivated words,that are still helping me to be so confident while speaking English........... I'm learning English to visit every country in the world and to help the people who are in need,i really want to connect with the world.Thank you soo much Marina for building us strong in English.......😊",1
604,I Am From India Finally I Got Difference Between To And For... Thanks for 🥰,4
605,"Hi. Is it correct to say,, in more details'' instead of ,,in more detail''?",3
606,I'm indian i speak both😂,4
608,Bro i sed Dick💀,3
609,Thank you so much for this great video !,1
610,I speak both❤😅,3
612,Bro what is the stuff called brinjal 💀,3
613,Bothhh,3
614,"American : Egglant
British : Aubergine

Me as Indonesian : Terong👁👄👁",2
615,That's a brinjal bro,3
616,"American: Sweater
British: Jumper
Me: Hoodie",4
617,the last is called dic- i mean..uh.....EGGPLANT eggppant,2
618,"great video! One nit: ""coach"" is pronounced with an ""oh"" like ""football coach"", or ""approach""",1
619,British 😊,4
621,I only missed 1,3
622,Hi linguamarina can someone talk to you privately?,1
623,"American:Truck
British:lorry
Me:Car 💀💀💀",4
624,"Bottle=Bo,oh o, wa,er",3
628,Is it too late to say sorry 😂,3
629,In Malaysia we learn British English but we talk in American + British + Local Language 😂,4
630,"Unfortunately...both..😢.
Love from Athens Greece",3
631,Money shoe sticker,3
632,I am an Indian I say brinjal to the last one,3
633,indian english,4
